source_model_name,evaluation_window_index,training_window_indices,architecture,objective_kind,seed,tenant_id,anchor_timestamp,regret_uah,raw_regret_uah,realized_value_uah,forecast_mae_uah_mwh,safety_violation_count,v2_plus_regret_uah,dfl_minus_v2_plus_regret_uah
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,7,client_002_lviv_office,2026-03-11T23:00:00.000000,1209.376812860864,751.802873690742,1520.061578908399,2570.8838601837074,0,26.28197281319126,1183.0948400476727
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,7,client_003_dnipro_factory,2026-03-11T23:00:00.000000,4654.347862020485,192.49162276696006,5551.297598180768,2698.808997559786,0,98.61274442814829,4555.735117592337
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,7,client_004_kharkiv_hospital,2026-03-11T23:00:00.000000,1208.695413364202,85.77875582405886,6857.650184054672,2658.3318966554525,0,29.934673048293917,1178.7607403159082
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,7,client_005_odesa_hotel,2026-03-11T23:00:00.000000,1622.4245489203452,1012.2942750489647,1949.650670491502,2726.8268620199165,0,37.83343798248234,1584.5911109378628
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,7,client_001_kyiv_mall,2026-03-12T23:00:00.000000,1174.9436512579846,1384.1011361850365,3481.2363401325515,4512.908413137616,0,35.549719373962944,1139.3939318840216
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,7,client_002_lviv_office,2026-03-12T23:00:00.000000,607.7199479177043,694.9401931792311,1637.775602930058,4453.717297018061,0,18.837527028343175,588.8824208893611
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,7,client_003_dnipro_factory,2026-03-12T23:00:00.000000,2098.1136826499915,2489.955956756701,6180.6063943688805,4487.497502999626,0,65.18378813940217,2032.9298945105893
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,7,client_004_kharkiv_hospital,2026-03-12T23:00:00.000000,840.5603704557943,1121.4908144979008,5718.11505309323,4411.990172046051,0,50.2494927790176,790.3108776767767
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,7,client_005_odesa_hotel,2026-03-12T23:00:00.000000,472.89467651296354,913.2010550359462,2470.30234548107,4569.716169422143,0,25.053048702826345,447.8416278101372
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,7,client_001_kyiv_mall,2026-03-13T23:00:00.000000,425.91460560958467,416.4268606786636,3343.514600766521,1753.6707605837787,0,239.19088719056572,186.72371841901895
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,7,client_002_lviv_office,2026-03-13T23:00:00.000000,1798.6065193071277,1929.6689175739025,6.9940775683647045,3640.065852294475,0,123.30587899847706,1675.3006403086506
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,7,client_003_dnipro_factory,2026-03-13T23:00:00.000000,780.3563458284007,758.5913179724994,5899.568524311636,1816.1179157541076,0,427.48627465814207,352.8700711702586
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,7,client_004_kharkiv_hospital,2026-03-13T23:00:00.000000,635.7453517019139,620.3770971843915,4782.011685497949,1802.6548655057225,0,367.75549766363656,267.9898540382774
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,7,client_005_odesa_hotel,2026-03-13T23:00:00.000000,376.63835491334544,378.79058643301914,1959.9343019417154,1920.0097699219807,0,164.4690647338607,212.16929017948473
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,7,client_001_kyiv_mall,2026-03-14T23:00:00.000000,811.4686093776409,1345.1343975538366,2809.7269495401324,3334.2545080597774,0,935.3263967351195,-123.85778735747863
