source_model_name,anchor_timestamp,selection_role,tenant_count,mean_regret_uah
nbeatsx_official_global_panel_v1,2026-04-14T23:00:00,raw_reference,5,496.4302341814999
nbeatsx_official_global_panel_v1,2026-04-14T23:00:00,strict_reference,5,640.4602680944347
nbeatsx_official_global_panel_v1,2026-04-14T23:00:00,schedule_value_learner_v2_reference,5,179.46264647056745
nbeatsx_official_global_panel_v1,2026-04-14T23:00:00,schedule_value_learner_v2_plus,5,126.6134481364359
nbeatsx_official_global_panel_v1,2026-04-15T23:00:00,raw_reference,5,761.6434312570227
nbeatsx_official_global_panel_v1,2026-04-15T23:00:00,strict_reference,5,72.058072327948
nbeatsx_official_global_panel_v1,2026-04-15T23:00:00,schedule_value_learner_v2_reference,5,291.4018714650707
nbeatsx_official_global_panel_v1,2026-04-15T23:00:00,schedule_value_learner_v2_plus,5,289.1283823014584
nbeatsx_official_global_panel_v1,2026-04-16T23:00:00,raw_reference,5,175.29965972043132
nbeatsx_official_global_panel_v1,2026-04-16T23:00:00,strict_reference,5,184.96478180511843
nbeatsx_official_global_panel_v1,2026-04-16T23:00:00,schedule_value_learner_v2_reference,5,109.31968176710438
nbeatsx_official_global_panel_v1,2026-04-16T23:00:00,schedule_value_learner_v2_plus,5,109.31968076804192
nbeatsx_official_global_panel_v1,2026-04-17T23:00:00,raw_reference,5,127.32092954034707
nbeatsx_official_global_panel_v1,2026-04-17T23:00:00,strict_reference,5,308.3385910012233
nbeatsx_official_global_panel_v1,2026-04-17T23:00:00,schedule_value_learner_v2_reference,5,127.87109053658946
nbeatsx_official_global_panel_v1,2026-04-17T23:00:00,schedule_value_learner_v2_plus,5,126.92819390920495
nbeatsx_official_global_panel_v1,2026-04-18T23:00:00,raw_reference,5,392.2143062361078
nbeatsx_official_global_panel_v1,2026-04-18T23:00:00,strict_reference,5,488.1448729896007
nbeatsx_official_global_panel_v1,2026-04-18T23:00:00,schedule_value_learner_v2_reference,5,150.84439861084576
nbeatsx_official_global_panel_v1,2026-04-18T23:00:00,schedule_value_learner_v2_plus,5,94.98807337049274
nbeatsx_official_global_panel_v1,2026-04-19T23:00:00,raw_reference,5,766.1142940003643
nbeatsx_official_global_panel_v1,2026-04-19T23:00:00,strict_reference,5,655.932965559841
nbeatsx_official_global_panel_v1,2026-04-19T23:00:00,schedule_value_learner_v2_reference,5,655.932965559841
