source_model_name,evaluation_window_index,training_window_indices,architecture,objective_kind,seed,fit_anchor_count,inner_validation_anchor_count,evaluation_profile_row_count,evaluation_date_count,checkpoint_epoch,inner_validation_loss,training_solver_status,mean_regret_uah,median_regret_uah,raw_mean_regret_uah,mean_dfl_minus_raw_regret_uah,v2_plus_mean_regret_uah,mean_dfl_minus_v2_plus_regret_uah,mean_date_cluster_delta_uah,forecast_mae_uah_mwh,tail_loss_count,safety_violation_count,content_overlap_count,promotable_v13_permitted_training_rows,promotion_gate_passed,market_execution_enabled,claim_scope,profile_aware_decision_loss,training_battery_contract_kind,training_terminal_soc_equality,training_quadratic_regularization
nbeatsx_official_global_panel_v1,1,"4,3,2",transformer,decision_focused,2026,36,18,90,18,1,-2.2509852930129783,cvxpylayer_scaled_strictly_convex,643.4744607418916,303.14313547208326,771.2554242876997,-127.78096354580816,193.35903850044008,450.1154222414515,450.1154222414515,2219.203575661823,51,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,true,tenant_registry_profile_specific,true,0.001
nbeatsx_official_global_panel_v1,1,"4,3,2",transformer,forecast_loss,7,36,18,90,18,1,6.353987773704983,not_used_for_forecast_loss,649.8524715500962,356.4273145853705,771.2554242876997,-121.40295273760353,193.35903850044008,456.4934330496561,456.4934330496561,2082.344070516553,55,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,false,not_applicable_forecast_loss,false,0.0
nbeatsx_official_global_panel_v1,1,"4,3,2",transformer,forecast_loss,42,36,18,90,18,4,6.550121765052601,not_used_for_forecast_loss,650.588726828964,346.8366732493039,771.2554242876997,-120.66669745873571,193.35903850044008,457.2296883285239,457.2296883285239,2036.8423431967544,55,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,false,not_applicable_forecast_loss,false,0.0
nbeatsx_official_global_panel_v1,1,"4,3,2",transformer,forecast_loss,2026,36,18,90,18,6,6.436878416070617,not_used_for_forecast_loss,658.4593551690178,323.1182749662546,771.2554242876997,-112.79606911868188,193.35903850044008,465.1003166685777,465.1003166685777,2002.7873608980235,55,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,false,not_applicable_forecast_loss,false,0.0
nbeatsx_official_global_panel_v1,2,"4,3",mlp,decision_focused,7,18,18,90,18,1,-1.882540903544196,cvxpylayer_scaled_strictly_convex,712.1604016773681,528.8352068906144,540.2812393996722,171.87916227769585,279.0215896259489,433.1388120514192,433.1388120514192,1980.0992760947659,63,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,true,tenant_registry_profile_specific,true,0.001
nbeatsx_official_global_panel_v1,2,"4,3",mlp,decision_focused,42,18,18,90,18,1,-1.9653158277758067,cvxpylayer_scaled_strictly_convex,707.2305936079755,536.5109333390651,540.2812393996722,166.94935420830325,279.0215896259489,428.2090039820266,428.20900398202656,2005.299328793281,62,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,true,tenant_registry_profile_specific,true,0.001
nbeatsx_official_global_panel_v1,2,"4,3",mlp,decision_focused,2026,18,18,90,18,2,-2.1092520591355663,cvxpylayer_scaled_strictly_convex,539.5040840691122,408.8552365065311,540.2812393996722,-0.7771553305600492,279.0215896259489,260.4824944431633,260.4824944431633,1999.8790002792086,47,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,true,tenant_registry_profile_specific,true,0.001
nbeatsx_official_global_panel_v1,2,"4,3",mlp,forecast_loss,7,18,18,90,18,6,15.015388899181247,not_used_for_forecast_loss,1019.73539776516,802.4141062511183,540.2812393996722,479.45415836548773,279.0215896259489,740.7138081392111,740.7138081392111,2147.678751698508,76,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,false,not_applicable_forecast_loss,false,0.0
nbeatsx_official_global_panel_v1,2,"4,3",mlp,forecast_loss,42,18,18,90,18,2,14.936688502303568,not_used_for_forecast_loss,735.8364492723136,563.5561694426667,540.2812393996722,195.5552098726414,279.0215896259489,456.8148596463648,456.8148596463648,2018.6772421951366,65,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,false,not_applicable_forecast_loss,false,0.0
nbeatsx_official_global_panel_v1,2,"4,3",mlp,forecast_loss,2026,18,18,90,18,6,13.617142146426179,not_used_for_forecast_loss,626.5113077281483,514.3648057959169,540.2812393996722,86.23006832847602,279.0215896259489,347.4897181021994,347.4897181021994,2081.681164774969,60,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,false,not_applicable_forecast_loss,false,0.0
nbeatsx_official_global_panel_v1,2,"4,3",transformer,decision_focused,7,18,18,90,18,1,-2.094323548123422,cvxpylayer_scaled_strictly_convex,537.6400576550251,415.05091015421107,540.2812393996722,-2.641181744647156,279.0215896259489,258.6184680290762,258.6184680290762,1959.4537694980647,49,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,true,tenant_registry_profile_specific,true,0.001
